nct_id,study_result
NCT00515541,success
NCT00515671,fail
NCT00515723,success
NCT00515827,fail
NCT00515853,fail
NCT00516074,fail
NCT00516165,success
NCT00516269,fail
NCT00516321,success
NCT00516386,success
NCT00516503,fail
NCT00516919,fail
NCT00517556,success
NCT00517868,success
NCT00517933,fail
NCT00518011,fail
NCT00518115,success
NCT00518180,unknown
NCT00518323,success
NCT00518531,success
NCT00518622,unknown
NCT00518687,fail
NCT00518713,success
NCT00518882,success
NCT00518973,fail
NCT00518986,success
NCT00519285,fail
NCT00519428,success
NCT00519584,success
NCT00519636,success
NCT00519779,success
NCT00520039,success
NCT00520234,fail
NCT00520546,success
NCT00520676,success
NCT00520741,unknown
NCT00520975,fail
NCT00521586,unknown
NCT00521599,success
NCT00522392,fail
NCT00522418,success
NCT00522548,fail
NCT00522873,unknown
NCT00522951,unknown
NCT00523614,success
NCT00523640,unknown
NCT00523705,fail
NCT00523718,fail
NCT00523978,success
NCT00523991,success
NCT00524030,success
NCT00524043,fail
NCT00524303,unknown
NCT00524368,success
NCT00524472,success
NCT00524680,success
NCT00524771,unknown
NCT00525044,success
NCT00525161,unknown
NCT00525174,success
NCT00525512,fail
NCT00525733,fail
NCT00526058,success
NCT00526097,success
NCT00526162,success
NCT00526188,unknown
NCT00526227,unknown
NCT00526474,success
NCT00526669,fail
NCT00527072,success
NCT00527124,fail
NCT00527514,success
NCT00527605,success
NCT00527618,success
NCT00527735,success
NCT00527787,success
NCT00527826,fail
NCT00527943,fail
NCT00528112,unknown
NCT00528372,success
NCT00528567,fail
NCT00528606,success
NCT00528801,success
NCT00528879,success
NCT00528957,unknown
NCT00528970,fail
NCT00529087,success
NCT00529373,success
NCT00529399,fail
NCT00529451,unknown
NCT00529542,fail
NCT00529568,success
NCT00529802,fail
NCT00529958,success
NCT00530062,fail
NCT00530257,success
NCT00530270,fail
NCT00530348,success
NCT00530439,success
NCT00530621,fail
NCT00530764,fail
NCT00530842,success
NCT00530920,fail
NCT00531427,fail
NCT00531479,success
NCT00531518,success
NCT00531661,success
NCT00531752,fail
NCT00531817,success
NCT00531934,fail
NCT00531960,fail
NCT00532155,fail
NCT00532779,success
NCT00532844,success
NCT00532883,fail
NCT00532935,success
NCT00533273,success
NCT00533429,fail
NCT00533442,success
NCT00533845,success
NCT00533897,fail
NCT00533949,success
NCT00534248,success
NCT00534313,success
NCT00534352,unknown
NCT00534365,fail
NCT00534430,success
NCT00534638,success
NCT00534794,fail
NCT00534976,success
NCT00535132,success
NCT00535236,success
NCT00535288,success
NCT00535301,success
NCT00535405,success
NCT00535587,success
NCT00535626,unknown
NCT00535730,success
NCT00535925,success
NCT00536198,success
NCT00536263,success
NCT00536380,fail
NCT00536471,success
NCT00536484,success
NCT00536510,success
NCT00537238,unknown
NCT00537303,fail
NCT00537316,success
NCT00537329,unknown
NCT00537381,success
NCT00537394,unknown
NCT00537485,success
NCT00537810,fail
NCT00537940,fail
NCT00538031,fail
NCT00538434,success
NCT00538590,fail
NCT00538642,success
NCT00538902,success
NCT00539006,success
NCT00539240,success
NCT00539539,fail
NCT00539734,success
NCT00539942,success
NCT00539981,success
NCT00539994,success
NCT00540124,fail
NCT00540423,unknown
NCT00540436,unknown
NCT00540449,success
NCT00540514,success
NCT00541229,success
NCT00541346,success
NCT00541385,success
NCT00541450,success
NCT00541658,unknown
NCT00541775,success
NCT00542178,success
NCT00542321,fail
NCT00542425,success
NCT00542620,success
NCT00543140,fail
NCT00543439,success
NCT00543543,success
NCT00543569,unknown
NCT00543725,success
NCT00543985,fail
NCT00544076,fail
NCT00544544,success
NCT00544882,fail
NCT00545051,success
NCT00545064,success
NCT00545103,fail
NCT00545129,fail
NCT00545181,fail
NCT00545441,fail
NCT00545662,fail
NCT00545688,success
NCT00545740,success
NCT00546052,fail
NCT00546572,unknown
NCT00546637,fail
NCT00546754,fail
NCT00546884,success
NCT00546910,success
NCT00547157,unknown
NCT00547248,unknown
NCT00547378,success
NCT00547638,unknown
NCT00548132,success
NCT00548249,fail
NCT00548262,unknown
NCT00548405,success
NCT00548808,fail
NCT00549198,fail
NCT00549445,success
NCT00549549,unknown
NCT00549640,fail
NCT00549718,success
NCT00549848,fail
NCT00549939,fail
NCT00550147,success
NCT00550173,success
NCT00550407,success
NCT00550459,fail
NCT00550550,success
NCT00550745,unknown
NCT00550836,fail
NCT00550862,success
NCT00550953,success
NCT00551135,success
NCT00551161,success
NCT00551642,fail
NCT00552071,fail
NCT00552110,success
NCT00552175,success
NCT00552188,fail
NCT00552240,fail
NCT00552409,unknown
NCT00552513,fail
NCT00552578,fail
NCT00552669,success
NCT00552786,success
NCT00553150,unknown
NCT00553267,success
NCT00553358,success
NCT00553410,fail
NCT00553475,success
NCT00553605,unknown
NCT00553787,success
NCT00554099,fail
NCT00554216,success
NCT00554294,success
NCT00554515,success
NCT00554749,success
NCT00555217,fail
NCT00555321,unknown
NCT00555360,fail
NCT00555880,success
NCT00555971,success
NCT00556322,fail
NCT00556374,success
NCT00556439,success
NCT00556478,success
NCT00556543,fail
NCT00556673,success
NCT00556712,success
NCT00556933,success
NCT00557076,fail
NCT00557245,success
NCT00557310,fail
NCT00557362,fail
NCT00557440,success
NCT00557947,fail
NCT00558064,success
NCT00558103,success
NCT00558246,fail
NCT00558259,success
NCT00558363,success
NCT00558428,success
NCT00558467,fail
NCT00558753,success
NCT00558792,success
NCT00559104,fail
NCT00559273,success
NCT00559364,success
NCT00559377,fail
NCT00559962,success
NCT00559988,fail
NCT00560404,unknown
NCT00560417,unknown
NCT00560560,success
NCT00560612,fail
NCT00560703,fail
NCT00560794,success
NCT00560833,success
NCT00560859,fail
NCT00560937,success
NCT00561080,fail
NCT00561470,success
NCT00561574,success
NCT00561600,fail
NCT00561821,success
NCT00561925,success
NCT00561951,success
NCT00561977,fail
NCT00562120,fail
NCT00562159,success
NCT00562484,unknown
NCT00562588,fail
NCT00562627,success
NCT00562861,fail
NCT00562965,success
NCT00563186,fail
NCT00563316,unknown
NCT00563368,success
NCT00563381,success
NCT00563706,success
NCT00563797,success
NCT00564070,success
NCT00564278,fail
NCT00565084,fail
NCT00565409,success
NCT00565448,fail
NCT00565617,success
NCT00565812,fail
NCT00566150,fail
NCT00566228,fail
NCT00566527,unknown
NCT00566709,success
NCT00566852,fail
NCT00566969,fail
NCT00567112,fail
NCT00567190,success
NCT00567242,success
NCT00567255,success
NCT00567320,fail
NCT00567398,success
NCT00567489,success
NCT00567567,success
NCT00567580,success
NCT00567593,success
NCT00567892,fail
NCT00568126,fail
NCT00568178,success
NCT00568321,fail
NCT00568334,unknown
NCT00568399,success
NCT00568685,success
NCT00568776,fail
NCT00569127,fail
NCT00569166,fail
NCT00569270,success
NCT00569803,unknown
NCT00570063,fail
NCT00570310,success
NCT00570323,fail
NCT00570492,unknown
NCT00570739,success
NCT00570765,success
NCT00570921,unknown
NCT00571038,fail
NCT00571064,success
NCT00571103,success
NCT00571428,unknown
NCT00571649,success
NCT00571701,fail
NCT00571974,success
NCT00572039,fail
NCT00572195,success
NCT00572455,success
NCT00572728,success
NCT00572832,success
NCT00572936,success
NCT00573144,fail
NCT00573170,fail
NCT00573183,success
NCT00573248,success
NCT00573443,success
NCT00573508,success
NCT00573859,success
NCT00574249,fail
NCT00574548,unknown
NCT00574873,fail
NCT00574912,success
NCT00574990,success
NCT00575042,success
NCT00575328,fail
NCT00575588,unknown
NCT00576147,unknown
NCT00576420,fail
NCT00576472,success
NCT00576693,success
NCT00576732,success
NCT00576758,fail
NCT00576927,fail
NCT00577005,fail
NCT00577096,success
NCT00577473,fail
NCT00577642,success
NCT00577655,success
NCT00577720,unknown
NCT00577824,success
NCT00578136,success
NCT00578383,success
NCT00578552,fail
NCT00578864,fail
NCT00578968,success
NCT00579098,fail
NCT00579280,success
NCT00579345,unknown
NCT00579436,success
NCT00579826,fail
NCT00579982,success
NCT00580606,success
NCT00580788,success
NCT00580970,fail
NCT00581009,success
NCT00581100,success
NCT00581139,success
NCT00581230,success
NCT00581256,fail
NCT00581386,success
NCT00581555,success
NCT00581893,fail
NCT00582309,success
NCT00582907,success
NCT00583219,success
NCT00583453,fail
NCT00583661,success
NCT00583778,success
NCT00583908,success
NCT00584077,success
NCT00584233,success
NCT00584727,success
NCT00584831,success
NCT00584870,success
NCT00585013,success
NCT00585195,unknown
NCT00585468,success
NCT00585780,success
NCT00586157,success
NCT00586196,unknown
NCT00586482,fail
NCT00586521,success
NCT00586820,success
NCT00587041,success
NCT00587158,success
NCT00587288,fail
NCT00587483,fail
NCT00587587,fail
NCT00587678,success
NCT00587834,success
NCT00588354,fail
NCT00588380,fail
NCT00588692,success
NCT00588731,fail
NCT00588770,fail
NCT00589108,fail
NCT00589121,success
NCT00589693,unknown
NCT00589797,success
NCT00589914,unknown
NCT00589979,fail
NCT00590577,success
NCT00590590,unknown
NCT00591006,success
NCT00591227,fail
NCT00591253,success
NCT00591266,success
NCT00591578,success
NCT00591721,success
NCT00591773,success
NCT00591942,fail
NCT00592176,fail
NCT00592384,success
NCT00592553,fail
NCT00593385,success
NCT00593450,fail
NCT00593489,fail
NCT00593736,fail
NCT00593814,success
NCT00593827,success
NCT00593918,success
NCT00593957,fail
NCT00594022,fail
NCT00594100,success
NCT00594178,fail
NCT00594204,success
NCT00594256,success
NCT00594399,fail
NCT00594425,fail
NCT00594516,unknown
NCT00594568,success
NCT00594659,success
NCT00595335,fail
NCT00595478,fail
NCT00595556,success
NCT00595764,fail
NCT00595790,fail
NCT00595868,fail
NCT00595881,unknown
NCT00595959,success
NCT00596271,success
NCT00596427,success
NCT00596752,success
NCT00596817,success
NCT00596830,fail
NCT00596934,success
NCT00597012,fail
NCT00597584,unknown
NCT00597753,unknown
NCT00597766,fail
NCT00598078,success
NCT00598273,unknown
NCT00598442,unknown
NCT00598585,success
NCT00598663,success
NCT00598806,fail
NCT00599027,success
NCT00599638,success
NCT00599755,unknown
NCT00599872,success
NCT00600028,success
NCT00600067,success
NCT00600106,fail
NCT00600119,success
NCT00600171,success
NCT00600340,success
NCT00600704,success
NCT00600743,success
NCT00600821,fail
NCT00600886,success
NCT00601107,fail
NCT00601172,fail
NCT00601250,success
NCT00601419,success
NCT00601458,success
NCT00601484,unknown
NCT00601640,success
NCT00601965,success
NCT00602030,fail
NCT00602420,success
NCT00602472,success
NCT00602641,unknown
NCT00603239,success
NCT00603278,success
NCT00603291,success
NCT00603382,success
NCT00603564,success
NCT00603642,success
NCT00603746,success
NCT00603837,fail
NCT00603902,success
NCT00603954,success
NCT00604214,fail
NCT00604279,unknown
NCT00604383,success
NCT00604825,success
NCT00605033,unknown
NCT00605072,success
NCT00605202,success
NCT00605215,success
NCT00605280,success
NCT00605293,fail
NCT00605345,fail
NCT00605358,success
NCT00605540,fail
NCT00606021,fail
NCT00606086,fail
NCT00606281,success
NCT00606502,unknown
NCT00606554,fail
NCT00606580,success
NCT00606593,success
NCT00606632,success
NCT00606684,success
NCT00606801,success
NCT00606892,success
NCT00606905,success
NCT00607022,success
NCT00607087,success
NCT00607373,success
NCT00607620,unknown
NCT00607672,fail
NCT00607789,success
NCT00607893,fail
NCT00607919,success
NCT00608023,success
NCT00608062,success
NCT00608322,fail
NCT00608426,success
NCT00608530,success
NCT00608569,fail
NCT00608582,success
NCT00608634,fail
NCT00608881,unknown
NCT00608959,success
NCT00608985,success
NCT00609115,success
NCT00609128,success
NCT00609245,success
NCT00609362,fail
NCT00609466,success
NCT00609518,unknown
NCT00609622,fail
NCT00609674,success
NCT00609791,success
NCT00609947,success
NCT00610441,success
NCT00610701,success
NCT00610987,fail
NCT00611026,success
NCT00611455,success
NCT00611923,fail
NCT00611975,fail
NCT00612105,fail
NCT00612456,fail
NCT00612534,success
NCT00612573,success
NCT00612586,fail
NCT00612807,success
NCT00613080,fail
NCT00613106,fail
NCT00613509,fail
NCT00613626,fail
NCT00613938,success
NCT00614120,success
NCT00614198,success
NCT00614380,unknown
NCT00614393,fail
NCT00614523,fail
NCT00614744,unknown
NCT00614874,success
NCT00614939,success
NCT00615056,fail
NCT00615069,success
NCT00615264,fail
NCT00615433,success
NCT00615550,success
NCT00616772,fail
NCT00616967,unknown
NCT00617097,success
NCT00617162,fail
NCT00617175,success
NCT00617305,unknown
NCT00617344,unknown
NCT00617461,success
NCT00617604,unknown
NCT00617656,success
NCT00617734,fail
NCT00617851,unknown
NCT00618072,success
NCT00618332,fail
NCT00618657,unknown
NCT00618995,unknown
NCT00619060,success
NCT00619229,fail
NCT00619255,fail
NCT00619359,unknown
NCT00619476,success
NCT00619827,success
NCT00619866,fail
NCT00619957,success
NCT00619983,fail
NCT00620113,success
NCT00620191,success
NCT00620282,fail
NCT00620373,success
NCT00620464,success
NCT00620659,fail
NCT00620763,success
NCT00620776,fail
NCT00620815,unknown
NCT00620828,success
NCT00621140,success
NCT00621348,success
NCT00621504,unknown
NCT00621530,fail
NCT00621582,success
NCT00621751,fail
NCT00621842,success
NCT00621855,success
NCT00621959,fail
NCT00621985,fail
NCT00622167,success
NCT00622284,success
NCT00622388,unknown
NCT00622440,success
NCT00622518,success
NCT00622700,success
NCT00623363,fail
NCT00623428,fail
NCT00623467,success
NCT00623480,success
NCT00623545,success
NCT00623623,fail
NCT00623714,success
NCT00624052,unknown
NCT00624065,fail
NCT00624221,fail
NCT00624338,success
NCT00624442,success
NCT00624520,success
NCT00625404,fail
NCT00625807,success
NCT00625872,fail
NCT00626327,unknown
NCT00626392,success
NCT00626522,success
NCT00626795,unknown
NCT00626821,success
NCT00626925,success
NCT00626990,success
NCT00627016,success
NCT00627094,success
NCT00627393,fail
NCT00627523,success
NCT00627705,success
NCT00627926,unknown
NCT00628030,success
NCT00628095,fail
NCT00628134,fail
NCT00628251,fail
NCT00628589,success
NCT00629018,success
NCT00630032,fail
NCT00630331,success
NCT00630734,fail
NCT00630812,success
NCT00630825,success
NCT00630838,fail
NCT00630877,success
NCT00631371,fail
NCT00631488,success
NCT00631540,success
NCT00631657,success
NCT00631696,unknown
NCT00631748,fail
NCT00631969,success
NCT00632021,unknown
NCT00632099,success
NCT00632203,fail
NCT00632229,success
NCT00632619,success
NCT00632853,fail
NCT00632931,unknown
NCT00633022,fail
NCT00633139,fail
NCT00633217,success
NCT00633360,fail
NCT00633867,success
NCT00633880,fail
NCT00633893,success
NCT00633919,fail
NCT00634283,fail
NCT00634543,fail
NCT00634842,success
NCT00634933,fail
NCT00635050,unknown
NCT00635154,unknown
NCT00635219,fail
NCT00635349,fail
NCT00635362,fail
NCT00635570,success
NCT00635609,success
NCT00635882,success
NCT00636168,success
NCT00636181,fail
NCT00636636,success
NCT00637000,success
NCT00637156,fail
NCT00637247,fail
NCT00637273,success
NCT00637299,success
NCT00637377,unknown
NCT00638014,fail
NCT00638274,success
NCT00638404,success
NCT00638690,success
NCT00638846,unknown
NCT00639158,success
NCT00639379,unknown
NCT00640146,success
NCT00640510,fail
NCT00640653,success
NCT00641043,success
NCT00641056,success
NCT00641147,fail
NCT00642174,success
NCT00642278,success
NCT00642642,success
NCT00642694,success
NCT00642993,fail
NCT00643123,fail
NCT00643162,fail
NCT00643201,success
NCT00643279,unknown
NCT00643565,fail
NCT00643604,fail
NCT00643760,fail
NCT00643851,success
NCT00644059,unknown
NCT00644228,success
NCT00644592,success
NCT00644787,unknown
NCT00645099,success
NCT00645411,unknown
NCT00645788,fail
NCT00645801,success
NCT00645944,success
NCT00646776,unknown
NCT00646906,success
NCT00647270,fail
NCT00647348,success
NCT00648115,success
NCT00649220,fail
NCT00649389,success
NCT00649428,success
NCT00650078,success
NCT00650260,success
NCT00650806,success
NCT00650845,unknown
NCT00651261,success
NCT00651755,unknown
NCT00651820,success
NCT00652327,success
NCT00652366,fail
NCT00652626,fail
NCT00652834,success
NCT00652951,unknown
NCT00653133,success
NCT00653159,fail
NCT00653224,success
NCT00653263,success
NCT00653432,fail
NCT00653991,success
NCT00654368,unknown
NCT00654381,success
NCT00654420,fail
NCT00654498,success
NCT00654745,success
NCT00654940,unknown
NCT00654953,success
NCT00655356,success
NCT00655629,success
NCT00655642,fail
NCT00655811,success
NCT00655863,success
NCT00655876,fail
NCT00655928,fail
NCT00656136,fail
NCT00656175,fail
NCT00656201,success
NCT00656513,fail
NCT00656669,success
NCT00657020,success
NCT00657046,fail
NCT00657150,success
NCT00657241,success
NCT00657358,success
NCT00657540,success
NCT00657709,unknown
NCT00658021,fail
NCT00658138,success
NCT00658359,success
NCT00658606,success
NCT00659061,success
NCT00659230,fail
NCT00659269,fail
NCT00659373,fail
NCT00659607,success
NCT00659880,fail
NCT00659945,success
NCT00660179,success
NCT00660192,success
NCT00660387,success
NCT00660543,success
NCT00660790,success
NCT00660829,success
NCT00660907,success
NCT00661362,success
NCT00661674,success
NCT00661726,success
NCT00661830,unknown
NCT00661999,fail
NCT00662025,unknown
NCT00662363,success
NCT00662558,success
NCT00662675,success
NCT00662792,success
NCT00662818,fail
NCT00662857,fail
NCT00662909,success
NCT00663039,fail
NCT00663052,success
NCT00663117,success
NCT00663260,fail
NCT00663793,success
NCT00663858,success
NCT00663871,fail
NCT00663923,success
NCT00664443,unknown
NCT00664534,unknown
NCT00664560,unknown
NCT00664755,success
NCT00665223,success
NCT00665353,fail
NCT00665366,fail
NCT00665431,unknown
NCT00665561,fail
NCT00666224,success
NCT00666263,success
NCT00666276,success
NCT00666406,unknown
NCT00666458,unknown
NCT00666562,success
NCT00666679,success
NCT00666705,unknown
NCT00666718,unknown
NCT00666757,fail
NCT00666835,unknown
NCT00666978,fail
NCT00667095,success
NCT00667251,success
NCT00667368,fail
NCT00667459,fail
NCT00667602,unknown
NCT00667693,success
NCT00667745,fail
NCT00667810,fail
NCT00667875,success
NCT00668707,fail
NCT00669032,success
NCT00669214,fail
NCT00669331,fail
NCT00669409,unknown
NCT00669864,success
NCT00670007,fail
NCT00670241,success
NCT00670306,success
NCT00670488,unknown
NCT00670709,success
NCT00670800,success
NCT00671060,success
NCT00672256,success
NCT00672477,success
NCT00672620,success
NCT00672633,fail
NCT00672737,success
NCT00672841,unknown
NCT00672958,fail
NCT00672984,unknown
NCT00673049,fail
NCT00673231,success
NCT00673387,success
NCT00673400,success
NCT00673452,success
NCT00673465,success
NCT00673881,success
NCT00674440,unknown
NCT00674570,success
NCT00674583,unknown
NCT00674609,success
NCT00674700,success
NCT00674765,fail
NCT00674817,success
NCT00674973,fail
NCT00674986,success
NCT00675766,success
NCT00676013,success
NCT00676052,success
NCT00676065,unknown
NCT00676130,success
NCT00676143,fail
NCT00676208,success
NCT00676338,success
NCT00676364,fail
NCT00676403,success
NCT00676650,fail
NCT00676663,fail
NCT00676676,success
NCT00676689,unknown
NCT00676715,success
NCT00676780,success
NCT00676793,fail
NCT00677014,fail
NCT00677040,fail
NCT00677352,unknown
NCT00677365,success
NCT00677690,success
NCT00677833,unknown
NCT00678249,success
NCT00678392,success
NCT00678418,success
NCT00678470,success
NCT00678535,fail
NCT00678587,success
NCT00678639,unknown
NCT00678691,success
NCT00678795,fail
NCT00678886,fail
NCT00679380,success
NCT00679432,success
NCT00679627,success
NCT00680017,success
NCT00680043,unknown
NCT00680056,success
NCT00680186,success
NCT00680745,success
NCT00680797,success
NCT00680836,fail
NCT00680901,fail
NCT00680953,success
NCT00681031,unknown
NCT00681538,success
NCT00681564,success
NCT00681824,fail
NCT00682643,fail
NCT00682838,fail
NCT00682890,success
NCT00683020,success
NCT00683592,success
NCT00683644,success
NCT00683657,success
NCT00683800,success
NCT00683878,success
NCT00683930,fail
NCT00684021,success
NCT00684060,success
NCT00684073,fail
NCT00684177,fail
NCT00684645,success
NCT00684775,success
NCT00684788,success
NCT00684983,fail
NCT00685035,success
NCT00685178,fail
NCT00685360,success
NCT00685945,success
NCT00686166,fail
NCT00686205,unknown
NCT00686335,unknown
NCT00686959,fail
NCT00687271,unknown
NCT00687739,success
NCT00687830,success
NCT00688155,fail
NCT00688259,fail
NCT00688376,fail
NCT00688467,fail
NCT00688519,fail
NCT00688636,success
NCT00688662,success
NCT00688701,success
NCT00688740,success
NCT00688844,success
NCT00688870,unknown
NCT00689104,success
NCT00689117,success
NCT00689221,fail
NCT00689260,fail
NCT00689273,fail
NCT00689299,success
NCT00689481,success
NCT00689572,fail
NCT00689728,fail
NCT00689793,fail
NCT00689936,success
NCT00690755,success
NCT00690820,success
NCT00691002,success
NCT00691132,success
NCT00691483,success
NCT00691678,success
NCT00692198,fail
NCT00692211,success
NCT00692341,unknown
NCT00692406,success
NCT00692770,fail
NCT00692913,success
NCT00692978,success
NCT00693225,fail
NCT00693303,fail
NCT00693992,success
NCT00694070,success
NCT00694122,success
NCT00694369,success
NCT00694564,success
NCT00694707,success
NCT00695019,fail
NCT00695097,fail
NCT00695565,success
NCT00696020,success
NCT00696241,success
NCT00696384,success
NCT00696410,success
NCT00696436,success
NCT00696618,success
NCT00696657,success
NCT00696709,success
NCT00696761,success
NCT00696774,success
NCT00696787,fail
NCT00696800,success
NCT00696878,unknown
NCT00697190,unknown
NCT00697515,success
NCT00697619,success
NCT00698451,success
NCT00698516,success
NCT00698685,unknown
NCT00698932,success
NCT00698997,success
NCT00699374,fail
NCT00699608,fail
NCT00699660,success
NCT00699751,success
NCT00699816,success
NCT00699907,success
NCT00699998,fail
NCT00700102,success
NCT00700180,success
NCT00700427,success
NCT00700622,unknown
NCT00700752,unknown
NCT00700804,success
NCT00700817,success
NCT00700999,success
NCT00701090,unknown
NCT00701220,success
NCT00701376,success
NCT00701389,unknown
NCT00701441,success
NCT00701727,success
NCT00701935,fail
NCT00702143,success
NCT00702273,unknown
NCT00702468,success
NCT00702507,unknown
NCT00702546,unknown
NCT00702650,success
NCT00702715,unknown
NCT00702845,success
NCT00702949,success
NCT00703118,success
NCT00703261,success
NCT00703326,fail
NCT00703820,success
NCT00703963,fail
NCT00704132,success
NCT00704171,success
NCT00704184,success
NCT00704340,fail
NCT00704379,success
NCT00704405,success
NCT00704912,fail
NCT00705016,fail
NCT00705289,success
NCT00705341,fail
NCT00705406,fail
NCT00705432,success
NCT00705523,fail
NCT00705536,success
NCT00705679,success
NCT00705757,fail
NCT00705783,success
NCT00706121,fail
NCT00706381,success
NCT00706433,fail
NCT00706628,fail
NCT00706654,success
NCT00706719,success
NCT00706823,success
NCT00706849,success
NCT00706901,success
NCT00706979,success
NCT00707031,unknown
NCT00707057,success
NCT00707239,unknown
NCT00707447,success
NCT00707577,success
NCT00707746,success
NCT00707993,unknown
NCT00708071,fail
NCT00708097,fail
NCT00708110,success
NCT00708123,success
NCT00708162,unknown
NCT00708175,fail
NCT00708201,success
NCT00708227,fail
NCT00708305,fail
NCT00708435,unknown
NCT00708461,fail
NCT00708500,success
NCT00708526,success
NCT00708552,success
NCT00708643,unknown
NCT00708721,unknown
NCT00709111,fail
NCT00709228,unknown
NCT00709618,unknown
NCT00709735,unknown
NCT00709761,unknown
NCT00709852,success
NCT00709956,fail
NCT00710021,fail
NCT00710424,fail
NCT00710554,fail
NCT00710684,success
NCT00710710,fail
NCT00710749,success
NCT00710840,fail
NCT00711009,fail
NCT00711269,fail
NCT00711477,unknown
NCT00711516,fail
NCT00711646,success
NCT00711711,fail
NCT00711867,unknown
NCT00711880,success
NCT00711971,fail
NCT00712166,fail
NCT00712179,success
NCT00712673,success
NCT00712725,success
NCT00712881,fail
NCT00712920,success
NCT00713284,success
NCT00713310,fail
NCT00713609,success
NCT00713648,unknown
NCT00713817,fail
NCT00713830,success
NCT00714051,fail
NCT00714688,success
NCT00715078,fail
NCT00715104,success
NCT00715117,fail
NCT00715429,fail
NCT00715624,success
NCT00715676,fail
NCT00715728,success
NCT00715884,unknown
NCT00715962,success
NCT00716092,success
NCT00716144,fail
NCT00716482,success
NCT00716859,unknown
NCT00717067,unknown
NCT00717093,success
NCT00717197,unknown
NCT00717314,fail
NCT00717769,success
NCT00717977,success
NCT00718042,unknown
NCT00718081,success
NCT00718094,success
NCT00718237,success
NCT00718315,fail
NCT00718510,success
NCT00718549,success
NCT00718718,success
NCT00719186,success
NCT00719329,unknown
NCT00719355,success
NCT00719563,fail
NCT00719576,success
NCT00719615,success
NCT00719862,success
NCT00720057,success
NCT00720122,fail
NCT00720213,success
NCT00720226,fail
NCT00720278,success
NCT00720434,success
NCT00720499,fail
NCT00720759,success
NCT00720941,unknown
NCT00721110,fail
NCT00721136,unknown
NCT00721175,success
NCT00721409,success
NCT00721734,fail
NCT00721799,success
NCT00721955,success
NCT00722124,fail
NCT00722137,success
NCT00722566,success
NCT00723073,fail
NCT00723229,success
NCT00723450,fail
NCT00723489,fail
NCT00723528,success
NCT00723957,fail
NCT00724048,fail
NCT00724126,success
NCT00724152,success
NCT00724503,fail
NCT00724594,fail
NCT00724711,unknown
NCT00724750,fail
NCT00724932,success
NCT00724945,unknown
NCT00725075,fail
NCT00725101,success
NCT00725270,fail
NCT00725491,success
NCT00725725,fail
NCT00725920,success
NCT00725985,success
NCT00726596,fail
NCT00726622,fail
NCT00727064,success
NCT00727090,success
NCT00727246,fail
NCT00727506,success
NCT00727558,unknown
NCT00727857,success
NCT00728182,fail
NCT00728416,success
NCT00728481,fail
NCT00728689,success
NCT00728910,success
NCT00728988,fail
NCT00729183,success
NCT00729326,success
NCT00729521,success
NCT00729651,success
NCT00729677,success
NCT00729690,fail
NCT00729781,fail
NCT00729859,fail
NCT00729924,fail
NCT00730015,success
NCT00730028,success
NCT00730132,success
NCT00730405,success
NCT00730691,success
NCT00730756,fail
NCT00731120,fail
NCT00731133,success
NCT00731614,fail
NCT00731679,success
NCT00731692,fail
NCT00731783,fail
NCT00731822,unknown
NCT00732199,success
NCT00732381,success
NCT00732472,unknown
NCT00732615,success
NCT00732758,success
NCT00733005,fail
NCT00733135,success
NCT00733226,success
NCT00733499,fail
NCT00733902,success
NCT00733980,fail
NCT00734032,success
NCT00734071,fail
NCT00734162,success
NCT00734474,success
NCT00734578,success
NCT00734591,unknown
NCT00734604,success
NCT00734656,success
NCT00735072,success
NCT00735371,success
NCT00735670,fail
NCT00735709,success
NCT00735787,success
NCT00736229,success
NCT00736255,fail
NCT00736645,fail
NCT00736840,fail
NCT00736853,success
NCT00736879,success
NCT00736996,success
NCT00737048,success
NCT00737061,unknown
NCT00737100,success
NCT00737178,fail
NCT00737204,success
NCT00737568,fail
NCT00737672,success
NCT00737711,success
NCT00738062,fail
NCT00738374,success
NCT00738400,success
NCT00738530,fail
NCT00738543,success
NCT00738699,fail
NCT00738894,success
NCT00739102,success
NCT00739297,unknown
NCT00739336,success
NCT00739648,fail
NCT00739674,fail
NCT00739752,success
NCT00739973,success
NCT00739999,unknown
NCT00740051,success
NCT00740116,success
NCT00740207,fail
NCT00740714,success
NCT00740831,success
NCT00740857,success
NCT00740870,success
NCT00741013,success
NCT00741026,success
NCT00741156,fail
NCT00741286,success
NCT00741390,success
NCT00741936,success
NCT00742209,fail
NCT00742274,success
NCT00742391,success
NCT00742859,success
NCT00743106,fail
NCT00743197,unknown
NCT00743483,fail
NCT00744042,success
NCT00744211,success
NCT00744263,success
NCT00744380,fail
NCT00744471,success
NCT00744497,fail
NCT00744523,success
NCT00744627,success
NCT00744861,fail
NCT00744978,fail
NCT00745251,success
NCT00745498,success
NCT00745823,success
NCT00745849,fail
NCT00745901,success
NCT00746252,fail
NCT00746356,success
NCT00746564,unknown
NCT00746863,success
NCT00746941,fail
NCT00746954,fail
NCT00747344,success
NCT00747565,success
NCT00747617,success
NCT00747747,success
NCT00748033,success
NCT00748072,success
NCT00748098,success
NCT00748189,success
NCT00749190,success
NCT00749411,unknown
NCT00749515,success
NCT00749580,fail
NCT00749606,success
NCT00749658,fail
NCT00749931,success
NCT00749944,unknown
NCT00749996,fail
NCT00750061,fail
NCT00750139,success
NCT00750152,success
