nct_id,reached_fda_milestone
NCT00382759,False
NCT00382772,False
NCT00382811,False
NCT00382889,False
NCT00382993,False
NCT00383019,False
NCT00383162,False
NCT00383227,False
NCT00383240,False
NCT00383422,False
NCT00383435,False
NCT00383526,False
NCT00383669,False
NCT00383721,False
NCT00383890,False
NCT00383929,True
NCT00384046,False
NCT00384072,False
NCT00384202,True
NCT00384475,False
NCT00385086,False
NCT00385255,False
NCT00385697,False
NCT00385736,False
NCT00386139,False
NCT00386230,False
NCT00386360,False
NCT00386464,False
NCT00386581,False
NCT00386763,False
NCT00386984,False
NCT00387517,False
NCT00387946,False
NCT00388284,False
NCT00388479,False
NCT00388505,False
NCT00388726,False
NCT00389064,False
NCT00389168,False
NCT00389181,False
NCT00389363,False
NCT00389740,False
NCT00389779,False
NCT00389896,False
NCT00389987,False
NCT00390260,False
NCT00390598,False
NCT00390832,False
NCT00391053,False
NCT00391079,False
NCT00391092,True
NCT00391131,False
NCT00391183,False
NCT00391209,False
NCT00391417,False
NCT00391443,False
NCT00391482,False
NCT00391638,False
NCT00391807,False
NCT00391937,False
NCT00392054,False
NCT00392262,False
NCT00392379,False
NCT00392574,False
NCT00392678,False
NCT00392899,False
NCT00393042,False
NCT00393250,False
NCT00393354,False
NCT00393458,False
NCT00393523,False
NCT00393679,False
NCT00393718,True
NCT00393952,False
NCT00393991,False
NCT00394121,False
NCT00394199,False
NCT00394329,False
NCT00394368,False
NCT00394758,False
NCT00394823,False
NCT00394901,False
NCT00394953,False
NCT00395031,False
NCT00395070,False
NCT00395343,False
NCT00395460,False
NCT00395473,False
NCT00395993,False
NCT00396292,False
NCT00396565,False
NCT00396604,False
NCT00396656,True
NCT00397631,False
NCT00397670,False
NCT00397774,False
NCT00397839,False
NCT00397956,False
NCT00398060,False
NCT00398099,False
NCT00398281,False
NCT00398684,False
NCT00398866,False
NCT00398983,True
NCT00398996,False
NCT00399464,False
NCT00399542,False
NCT00399568,False
NCT00399594,False
NCT00399698,False
NCT00399711,False
NCT00399919,False
NCT00400179,False
NCT00400309,False
NCT00401453,False
NCT00401531,False
NCT00401596,False
NCT00401752,False
NCT00402103,True
NCT00402259,False
NCT00402506,False
NCT00402688,False
NCT00402779,True
NCT00402792,False
NCT00402844,False
NCT00402857,False
NCT00403260,False
NCT00403715,False
NCT00403819,False
NCT00403910,False
NCT00403975,False
NCT00404352,False
NCT00404534,False
NCT00404742,False
NCT00404794,False
NCT00404820,False
NCT00404924,False
NCT00405041,False
NCT00405184,False
NCT00405262,False
NCT00405652,False
NCT00405925,False
NCT00406133,False
NCT00406341,False
NCT00406367,False
NCT00406393,True
NCT00406562,False
NCT00406679,False
NCT00406926,False
NCT00407056,False
NCT00407095,False
NCT00407394,False
NCT00407446,False
NCT00408005,True
NCT00408083,False
NCT00408135,False
NCT00408174,False
NCT00408265,False
NCT00408317,False
NCT00408356,False
NCT00408577,False
NCT00408629,False
NCT00408642,False
NCT00408785,True
NCT00408876,False
NCT00408993,True
NCT00409149,False
NCT00409175,False
NCT00409240,False
NCT00409370,False
NCT00409773,False
NCT00409838,True
NCT00409851,False
NCT00410072,False
NCT00410384,False
NCT00411203,False
NCT00411229,False
NCT00411359,False
NCT00411411,False
NCT00411463,False
NCT00411554,False
NCT00411684,False
NCT00412074,False
NCT00412087,False
NCT00412256,False
NCT00412373,False
NCT00412516,False
NCT00412854,False
NCT00412893,False
NCT00412984,True
NCT00413010,False
NCT00413062,False
NCT00413179,False
NCT00413218,False
NCT00413244,False
NCT00413257,False
NCT00413764,False
NCT00413855,False
NCT00413972,False
NCT00414128,True
NCT00414180,False
NCT00414349,False
NCT00414557,False
NCT00414609,False
NCT00414648,False
NCT00414700,False
NCT00414973,False
NCT00415194,True
NCT00415441,False
NCT00415532,False
NCT00415545,False
NCT00415597,False
NCT00416039,False
NCT00416507,False
NCT00416897,False
NCT00417079,True
NCT00417118,False
NCT00417222,False
NCT00417469,False
NCT00417612,True
NCT00417963,False
NCT00418028,True
NCT00418379,False
NCT00418548,False
NCT00419068,False
NCT00419341,False
NCT00419393,False
NCT00419562,False
NCT00419705,False
NCT00419744,False
NCT00419757,False
NCT00420160,False
NCT00420199,False
NCT00420212,False
NCT00420277,False
NCT00420316,False
NCT00420368,False
NCT00420745,False
NCT00420849,True
NCT00420888,False
NCT00420901,False
NCT00420940,False
NCT00420992,False
NCT00421083,False
NCT00421122,False
NCT00421174,False
NCT00421551,True
NCT00421668,False
NCT00421915,False
NCT00421980,False
NCT00422084,False
NCT00422149,False
NCT00422240,False
NCT00422266,False
NCT00422292,False
NCT00422383,False
NCT00422734,False
NCT00422968,False
NCT00423007,False
NCT00423046,False
NCT00423202,False
NCT00423462,False
NCT00423488,False
NCT00423605,False
NCT00423657,False
NCT00423813,False
NCT00423995,False
NCT00424099,True
NCT00424411,False
NCT00424814,False
NCT00425100,True
NCT00425217,False
NCT00425282,False
NCT00425360,False
NCT00425373,False
NCT00425542,False
NCT00425620,False
NCT00425984,False
NCT00426101,True
NCT00426153,False
NCT00426491,False
NCT00426621,False
NCT00426751,False
NCT00427310,True
NCT00427375,False
NCT00427635,False
NCT00427921,False
NCT00428090,False
NCT00428428,False
NCT00428584,False
NCT00428727,False
NCT00428792,False
NCT00429156,False
NCT00429364,False
NCT00429962,False
NCT00430105,False
NCT00430118,True
NCT00430248,True
NCT00430625,False
NCT00430651,True
NCT00430950,False
NCT00431080,True
NCT00431132,False
NCT00431678,False
NCT00432081,False
NCT00432237,False
NCT00432276,False
NCT00432367,False
NCT00432523,False
NCT00432679,False
NCT00432835,False
NCT00433160,False
NCT00433199,False
NCT00433290,False
NCT00433459,True
NCT00433498,False
NCT00433589,False
NCT00433615,False
NCT00433706,False
NCT00433771,False
NCT00433849,False
NCT00433888,False
NCT00434018,False
NCT00434083,False
NCT00434148,True
NCT00434525,False
NCT00434642,False
NCT00434876,False
NCT00434954,False
NCT00434967,True
NCT00435162,False
NCT00435266,False
NCT00435279,True
NCT00435370,True
NCT00435474,False
NCT00435812,False
NCT00436033,False
NCT00436176,False
NCT00436553,False
NCT00436631,False
NCT00436995,False
NCT00437307,False
NCT00437645,False
NCT00437762,False
NCT00437996,False
NCT00438061,False
NCT00438659,True
NCT00438776,False
NCT00438815,False
NCT00439166,True
NCT00439244,False
NCT00439725,False
NCT00439777,False
NCT00440037,False
NCT00440050,False
NCT00440089,False
NCT00440115,False
NCT00440193,False
NCT00440297,False
NCT00440414,False
NCT00440531,False
NCT00440557,False
NCT00440713,False
NCT00441051,False
NCT00441103,False
NCT00441285,False
NCT00441350,False
NCT00441415,False
NCT00441441,True
NCT00441727,False
NCT00441922,True
NCT00442065,False
NCT00442117,False
NCT00442221,False
NCT00442338,False
NCT00442533,False
NCT00442546,True
NCT00442702,False
NCT00443053,False
NCT00443196,False
NCT00443235,False
NCT00443404,False
NCT00443521,False
NCT00443677,False
NCT00443690,False
NCT00443820,False
NCT00443950,False
NCT00444418,False
NCT00444626,False
NCT00444873,False
NCT00444925,True
NCT00444964,False
NCT00445003,True
NCT00445120,False
NCT00445185,False
NCT00445354,False
NCT00445575,False
NCT00445679,False
NCT00445874,False
NCT00446043,False
NCT00446147,False
NCT00446199,False
NCT00446576,False
NCT00446758,False
NCT00447213,True
NCT00447382,False
NCT00447499,False
NCT00447525,False
NCT00447720,False
NCT00448279,False
NCT00448578,False
NCT00448591,False
NCT00448929,False
NCT00449033,False
NCT00449397,False
NCT00449722,False
NCT00449904,False
NCT00449956,False
NCT00450086,True
NCT00450112,False
NCT00450190,False
NCT00450216,False
NCT00450437,False
NCT00450580,False
NCT00450658,False
NCT00450671,False
NCT00450684,False
NCT00451282,False
NCT00451360,False
NCT00451412,False
NCT00451594,False
NCT00451763,False
NCT00452270,False
NCT00452426,False
NCT00452439,False
NCT00452452,False
NCT00452530,False
NCT00452569,False
NCT00453011,False
NCT00453063,True
NCT00453349,False
NCT00453570,False
NCT00453986,False
NCT00454207,False
NCT00454337,False
NCT00454584,False
NCT00454740,True
NCT00454896,False
NCT00455156,False
NCT00455299,False
NCT00455312,True
NCT00455936,False
NCT00456365,False
NCT00456508,True
NCT00456521,False
NCT00456807,False
NCT00457002,True
NCT00457015,True
NCT00457392,False
NCT00457496,False
NCT00458354,False
NCT00458393,False
NCT00458510,False
NCT00459017,False
NCT00459173,False
NCT00459277,False
NCT00459537,False
NCT00459667,False
NCT00459953,False
NCT00460265,False
NCT00460395,False
NCT00460512,False
NCT00460564,False
NCT00461591,False
NCT00461617,False
NCT00461747,False
NCT00462046,False
NCT00462215,False
NCT00462592,False
NCT00462618,False
NCT00462631,False
NCT00462670,False
NCT00462748,False
NCT00462813,False
NCT00463047,False
NCT00463255,False
NCT00463294,False
NCT00463346,False
NCT00463450,False
NCT00463541,True
NCT00463567,False
NCT00463749,False
NCT00463879,False
NCT00464087,False
NCT00464165,False
NCT00464256,False
NCT00464269,False
NCT00464672,False
NCT00464815,False
NCT00465153,False
NCT00465192,False
NCT00465205,True
NCT00465309,False
NCT00465504,False
NCT00466622,False
NCT00466817,True
NCT00466947,False
NCT00467467,False
NCT00467519,False
NCT00467922,False
NCT00468039,False
NCT00468052,False
NCT00468078,False
NCT00468312,False
NCT00468728,False
NCT00468767,False
NCT00468845,False
NCT00469131,False
NCT00469144,False
NCT00469326,False
NCT00469352,False
NCT00469365,False
NCT00469560,True
NCT00469729,False
NCT00470522,False
NCT00470665,False
NCT00470899,False
NCT00471445,False
NCT00471497,True
NCT00471705,False
NCT00471783,False
NCT00471965,False
NCT00472043,False
NCT00472108,False
NCT00472173,False
NCT00472303,False
NCT00472862,False
NCT00473148,False
NCT00473213,False
NCT00473330,True
NCT00473460,False
NCT00474058,False
NCT00474253,False
NCT00474266,False
NCT00474370,False
NCT00474526,False
NCT00474539,False
NCT00474617,False
NCT00475033,False
NCT00475215,False
NCT00475241,False
NCT00475358,False
NCT00475410,False
NCT00475683,False
NCT00475878,False
NCT00475969,False
NCT00476099,False
NCT00476112,False
NCT00476242,False
NCT00476268,False
NCT00476437,False
NCT00476541,False
NCT00477776,False
NCT00478192,False
NCT00478231,True
NCT00478647,False
NCT00478699,True
NCT00478842,False
NCT00479713,False
NCT00480207,True
NCT00480402,False
NCT00480493,False
NCT00480740,False
NCT00480766,False
NCT00480792,False
NCT00480896,False
NCT00481247,False
NCT00481325,False
NCT00481364,False
NCT00481884,False
NCT00481975,False
NCT00482092,False
NCT00482170,False
NCT00482313,False
NCT00482599,False
NCT00482612,False
NCT00483470,False
NCT00483548,False
NCT00483652,False
NCT00483704,False
NCT00483730,False
NCT00483886,False
NCT00483938,False
NCT00484263,False
NCT00484289,True
NCT00484419,False
NCT00484484,False
NCT00484900,False
NCT00484939,True
NCT00485407,False
NCT00485459,False
NCT00485680,False
NCT00485732,False
NCT00485758,False
NCT00485836,False
NCT00485901,False
NCT00486031,False
NCT00486473,False
NCT00486577,False
NCT00486811,False
NCT00486941,False
NCT00487422,False
NCT00487539,False
NCT00488137,False
NCT00488319,False
NCT00488514,False
NCT00488631,False
NCT00488748,False
NCT00488839,False
NCT00489099,False
NCT00489346,False
NCT00489541,False
NCT00489554,False
NCT00489736,False
NCT00489970,False
NCT00490087,False
NCT00490555,False
NCT00490620,False
NCT00490854,False
NCT00490971,False
NCT00491530,True
NCT00491608,False
NCT00492024,False
NCT00492037,False
NCT00492063,False
NCT00492427,False
NCT00492544,False
NCT00492557,False
NCT00492583,False
NCT00492596,False
NCT00492856,True
NCT00493064,False
NCT00493402,False
NCT00493415,False
NCT00493623,False
NCT00494013,False
NCT00494507,False
NCT00494546,False
NCT00494702,False
NCT00494715,False
NCT00494845,False
NCT00495287,False
NCT00495599,False
NCT00495651,False
NCT00495690,False
NCT00496015,False
NCT00496184,False
NCT00496392,False
NCT00496769,True
NCT00496990,False
NCT00497237,False
NCT00497302,False
NCT00497354,False
NCT00497523,False
NCT00497796,False
NCT00497913,False
NCT00498225,False
NCT00499109,True
NCT00499148,False
NCT00499863,False
NCT00499993,False
NCT00500149,False
NCT00500266,False
NCT00500409,False
NCT00500656,False
NCT00500682,False
NCT00500955,False
NCT00501059,False
NCT00501254,False
NCT00501293,False
NCT00501631,False
NCT00501696,False
NCT00502034,False
NCT00502047,False
NCT00502190,False
NCT00502996,False
NCT00503152,True
NCT00503230,False
NCT00503243,False
NCT00503815,False
NCT00503828,False
NCT00504062,False
NCT00504075,False
NCT00504673,False
NCT00504881,False
NCT00504946,False
NCT00505154,False
NCT00505219,False
NCT00505284,False
NCT00505453,False
NCT00506389,False
NCT00506493,False
NCT00506506,False
NCT00506558,False
NCT00506883,False
NCT00507026,False
NCT00507065,False
NCT00507234,False
NCT00507416,True
NCT00508495,False
NCT00508742,False
NCT00508820,False
NCT00509028,True
NCT00509145,False
NCT00509405,False
NCT00509795,False
NCT00510094,False
NCT00510146,False
NCT00510484,False
NCT00511355,False
NCT00511797,False
NCT00511810,False
NCT00511914,False
NCT00511940,False
NCT00513292,False
NCT00513396,False
NCT00514150,False
NCT00514371,False
NCT00514436,False
NCT00514605,False
NCT00514800,False
NCT00514904,False
NCT00514995,False
NCT00515177,False
NCT00515320,True
NCT00515463,True
NCT00515554,False
NCT00515619,True
NCT00515840,False
NCT00515879,False
NCT00516074,False
NCT00516178,False
NCT00516503,False
NCT00516906,False
NCT00517413,False
NCT00517933,False
NCT00518089,False
NCT00518180,False
NCT00518648,False
NCT00519064,False
NCT00519207,False
NCT00519519,False
NCT00519714,False
NCT00520351,False
NCT00520676,False
NCT00520806,False
NCT00521456,False
NCT00521586,False
NCT00521664,False
NCT00521703,True
NCT00522041,False
NCT00522184,False
NCT00522379,True
NCT00523081,False
NCT00523211,False
NCT00523406,False
NCT00523445,False
NCT00523913,False
NCT00523965,False
NCT00524264,False
NCT00524368,False
NCT00524433,False
NCT00524446,False
NCT00524758,False
NCT00524849,False
NCT00525044,False
NCT00525096,False
NCT00525174,False
NCT00525616,False
NCT00525707,False
NCT00525772,False
NCT00525798,False
NCT00526201,False
NCT00526435,False
NCT00526565,False
NCT00526994,False
NCT00527137,True
NCT00527228,False
NCT00527241,False
NCT00527358,False
NCT00527514,False
NCT00527540,False
NCT00527995,False
NCT00528112,False
NCT00528151,False
NCT00528164,False
NCT00528372,False
NCT00528567,False
NCT00528879,False
NCT00528892,True
NCT00528970,False
NCT00529087,False
NCT00529152,False
NCT00529412,False
NCT00529451,False
NCT00529529,False
NCT00529620,False
NCT00529971,False
NCT00530348,False
NCT00530855,False
NCT00531427,True
NCT00531479,True
NCT00531622,True
NCT00531791,False
NCT00531843,False
NCT00532415,False
NCT00532493,False
NCT00532779,False
NCT00533507,False
NCT00533611,False
NCT00533624,False
NCT00533806,False
NCT00533949,True
NCT00534079,False
NCT00534248,False
NCT00534365,False
NCT00534833,False
NCT00535730,False
NCT00535782,True
NCT00535912,False
NCT00536081,False
NCT00536133,False
NCT00536263,False
NCT00536484,False
NCT00536510,False
NCT00536913,False
NCT00536926,False
NCT00537186,False
NCT00537238,False
NCT00537329,False
NCT00537342,False
NCT00537394,False
NCT00537563,False
NCT00537680,False
NCT00538239,False
NCT00538434,False
NCT00538850,False
NCT00538902,False
NCT00539032,False
NCT00539474,False
NCT00539981,False
NCT00540150,False
NCT00540423,False
NCT00540449,False
NCT00540514,True
NCT00540800,False
NCT00541346,False
NCT00541658,False
NCT00541684,False
NCT00541710,False
NCT00541723,False
NCT00542087,False
NCT00542178,True
NCT00542243,False
NCT00542386,False
NCT00542555,False
NCT00542685,False
NCT00542789,False
NCT00542815,False
NCT00542984,False
NCT00542997,False
NCT00543023,False
NCT00543439,False
NCT00543673,False
NCT00543881,False
NCT00544154,False
NCT00544232,False
NCT00544388,False
NCT00544765,False
NCT00545168,False
NCT00545337,False
NCT00545532,False
NCT00545571,False
NCT00545584,False
NCT00545740,False
NCT00545753,False
NCT00545779,False
NCT00545805,False
NCT00545870,False
NCT00546286,False
NCT00546325,False
NCT00546351,False
NCT00546481,False
NCT00546507,False
NCT00546520,False
NCT00546780,False
NCT00546806,False
NCT00546832,False
NCT00546871,False
NCT00547417,False
NCT00547495,False
NCT00547508,False
NCT00547573,False
NCT00547898,False
NCT00548080,False
NCT00548405,False
NCT00548561,False
NCT00548600,False
NCT00548704,False
NCT00548860,False
NCT00549302,False
NCT00549549,False
NCT00549692,False
NCT00550056,False
NCT00550238,False
NCT00550459,False
NCT00550680,False
NCT00551356,False
NCT00551447,False
NCT00551551,False
NCT00551642,False
NCT00551980,False
NCT00552032,False
NCT00552058,False
NCT00552279,False
NCT00552409,False
NCT00552565,False
NCT00553072,False
NCT00553319,False
NCT00553475,True
NCT00553852,False
NCT00553878,False
NCT00554164,False
NCT00554216,False
NCT00554229,False
NCT00554281,False
NCT00554398,False
NCT00554502,False
NCT00554567,False
NCT00554580,False
NCT00554853,False
NCT00554983,False
NCT00555347,False
NCT00555594,False
NCT00555763,False
NCT00556140,False
NCT00556296,False
NCT00556322,False
NCT00556374,True
NCT00556465,False
NCT00556478,False
NCT00557115,False
NCT00557336,False
NCT00557960,False
NCT00558298,False
NCT00558311,False
NCT00559000,False
NCT00559364,True
NCT00559403,False
NCT00559585,False
NCT00560053,False
NCT00560092,False
NCT00560183,False
NCT00560261,False
NCT00560378,False
NCT00560417,False
NCT00560430,False
NCT00560833,False
NCT00560950,False
NCT00561080,False
NCT00561093,False
NCT00561119,False
NCT00561431,False
NCT00561899,False
NCT00561964,False
NCT00561990,False
NCT00562133,True
NCT00562159,False
NCT00562289,False
NCT00562302,False
NCT00562354,False
NCT00562497,False
NCT00562822,False
NCT00562952,False
NCT00563225,False
NCT00563368,False
NCT00563797,False
NCT00564317,False
NCT00564421,False
NCT00564629,False
NCT00564668,False
NCT00564967,False
NCT00565279,False
NCT00565747,False
NCT00565760,False
NCT00565955,False
NCT00566228,False
NCT00566267,False
NCT00566345,False
NCT00566501,False
NCT00566657,False
NCT00566735,False
NCT00566852,False
NCT00567164,False
NCT00567346,False
NCT00567567,True
NCT00567671,False
NCT00567736,False
NCT00567905,False
NCT00567918,False
NCT00568685,False
NCT00568737,False
NCT00569192,False
NCT00569244,False
NCT00569400,False
NCT00569530,False
NCT00569569,False
NCT00569595,False
NCT00570011,False
NCT00570739,False
NCT00570934,False
NCT00571337,False
NCT00571727,False
NCT00571896,False
NCT00572572,False
NCT00572819,False
NCT00573001,False
NCT00573053,False
NCT00573170,False
NCT00573183,False
NCT00574067,False
NCT00574132,False
NCT00574548,False
NCT00574795,False
NCT00575094,False
NCT00576238,False
NCT00576251,False
NCT00576342,False
NCT00576706,False
NCT00577408,False
NCT00577993,False
NCT00578227,False
NCT00578305,True
NCT00578331,False
NCT00578474,False
NCT00578565,False
NCT00578669,False
NCT00578812,False
NCT00579189,False
NCT00579332,False
NCT00579982,True
NCT00580502,False
NCT00581711,False
NCT00583323,False
NCT00583986,False
NCT00584701,True
NCT00586105,False
NCT00586378,False
NCT00586664,False
NCT00587444,False
NCT00587769,False
NCT00587834,False
NCT00588133,False
NCT00588406,True
NCT00589823,False
NCT00590070,False
NCT00590785,True
NCT00591253,False
NCT00591266,False
NCT00591773,False
NCT00593281,False
NCT00594152,False
NCT00594243,False
NCT00594347,False
NCT00594568,False
NCT00594698,False
NCT00594737,False
NCT00594958,False
NCT00595309,False
NCT00595374,False
NCT00595465,False
NCT00595673,False
NCT00595712,False
NCT00595790,False
NCT00595959,False
NCT00596206,True
NCT00596583,False
NCT00596700,False
NCT00596817,False
NCT00596843,False
NCT00597324,False
NCT00597584,False
NCT00597623,False
NCT00597688,False
NCT00597753,False
NCT00597779,False
NCT00598156,False
NCT00598273,False
NCT00598312,False
NCT00598442,False
NCT00598559,False
NCT00598611,False
NCT00598702,False
NCT00598793,False
NCT00598806,False
NCT00599027,False
NCT00599196,False
NCT00599222,False
NCT00599872,False
NCT00600028,False
NCT00600288,False
NCT00600340,False
NCT00600483,False
NCT00600626,False
NCT00600756,False
NCT00600925,False
NCT00601172,True
NCT00602095,True
NCT00603239,False
NCT00603733,False
NCT00603798,False
NCT00603902,False
NCT00604006,True
NCT00604019,False
NCT00604162,False
NCT00604214,False
NCT00604253,False
NCT00604279,False
NCT00604344,False
NCT00604396,False
NCT00604500,False
NCT00605020,False
NCT00605085,False
NCT00605137,False
NCT00605176,False
NCT00605280,False
NCT00605683,False
NCT00606177,False
NCT00606281,False
NCT00606320,False
NCT00606619,False
NCT00606632,False
NCT00606983,False
NCT00607217,False
NCT00607295,False
NCT00607373,False
NCT00608088,False
NCT00608322,False
NCT00608374,False
NCT00608491,False
NCT00609284,False
NCT00609466,False
NCT00609908,False
NCT00610259,False
NCT00610376,False
NCT00610506,False
NCT00610688,False
NCT00610753,False
NCT00612170,False
NCT00612443,False
NCT00612599,False
NCT00612742,False
NCT00613002,False
NCT00613197,False
NCT00613457,True
NCT00613782,False
NCT00613795,False
NCT00613938,False
NCT00614120,True
NCT00615251,False
NCT00615264,False
NCT00615550,False
NCT00615602,True
NCT00615615,True
NCT00615654,False
NCT00615667,False
NCT00615849,False
NCT00616070,False
NCT00616330,False
NCT00616551,False
NCT00616772,False
NCT00616811,False
NCT00616993,False
NCT00617097,False
NCT00617123,False
NCT00617565,False
NCT00617669,True
NCT00617695,False
NCT00617851,False
NCT00617981,False
NCT00618098,False
NCT00618748,True
NCT00619138,False
NCT00619320,False
NCT00619359,True
NCT00619502,False
NCT00619710,False
NCT00619775,False
NCT00619788,False
NCT00620282,True
NCT00620386,False
NCT00620490,False
NCT00620542,False
NCT00621348,False
NCT00621517,False
NCT00622128,False
NCT00622349,False
NCT00622843,False
NCT00622973,False
NCT00623090,False
NCT00623207,False
NCT00623220,False
NCT00623337,False
NCT00623428,False
NCT00623467,False
NCT00623623,True
NCT00623740,True
NCT00623805,True
NCT00623857,False
NCT00624078,False
NCT00624130,False
NCT00624611,False
NCT00624819,False
NCT00624923,False
NCT00625209,False
NCT00625378,False
NCT00625404,False
NCT00625547,False
NCT00625664,True
NCT00626002,False
NCT00626288,False
NCT00626392,False
NCT00626431,False
NCT00626535,False
NCT00626782,False
NCT00627003,False
NCT00627367,False
NCT00627393,False
NCT00627445,False
NCT00627523,False
NCT00627926,False
NCT00628043,False
NCT00628108,False
NCT00628160,False
NCT00628498,False
NCT00628589,False
NCT00628719,False
NCT00629031,False
NCT00629135,False
NCT00629304,False
NCT00629512,False
NCT00629551,False
NCT00629772,False
NCT00630032,True
NCT00630175,False
NCT00630695,False
NCT00630812,False
NCT00631111,False
NCT00631371,False
NCT00631865,False
NCT00631969,False
NCT00632008,False
NCT00632099,False
NCT00632528,False
NCT00632645,True
NCT00632775,False
NCT00632866,False
NCT00633672,False
NCT00633880,False
NCT00633932,False
NCT00634218,False
NCT00634400,False
NCT00634946,False
NCT00635141,False
NCT00635219,False
NCT00635427,False
NCT00635765,False
NCT00635843,False
NCT00635973,False
NCT00636064,False
NCT00636116,False
NCT00636168,False
NCT00637169,False
NCT00637195,False
NCT00637234,True
NCT00637949,False
NCT00638690,False
NCT00639106,False
NCT00639327,False
NCT00639496,False
NCT00639587,False
NCT00639678,False
NCT00639743,False
NCT00639938,False
NCT00640263,False
NCT00640367,False
NCT00640562,False
NCT00640588,False
NCT00640601,False
NCT00640614,False
NCT00640991,False
NCT00641056,False
NCT00641108,False
NCT00641329,False
NCT00641537,False
NCT00642122,False
NCT00642187,False
NCT00642512,False
NCT00642967,False
NCT00643019,False
NCT00643045,False
NCT00643136,True
NCT00643149,True
NCT00643227,False
NCT00643292,False
NCT00643383,False
NCT00643409,False
NCT00643734,False
NCT00643773,False
NCT00643838,False
NCT00644033,False
NCT00644085,True
NCT00644358,False
NCT00644449,False
NCT00644618,False
NCT00644787,False
NCT00644969,False
NCT00645138,False
NCT00645307,False
NCT00645411,False
NCT00645606,False
NCT00645671,False
NCT00646399,False
NCT00646529,False
NCT00646854,False
NCT00647166,False
NCT00647270,False
NCT00647400,False
NCT00647556,False
NCT00647569,False
NCT00647595,False
NCT00647699,False
NCT00647829,False
NCT00648258,False
NCT00648908,False
NCT00649025,False
NCT00649792,False
NCT00650039,False
NCT00650091,False
NCT00650546,False
NCT00650689,False
NCT00651040,False
NCT00651118,False
NCT00651456,False
NCT00651547,False
NCT00651612,False
NCT00651768,False
NCT00652002,False
NCT00652132,True
NCT00652392,False
NCT00652483,False
NCT00652587,False
NCT00652769,False
NCT00652925,False
NCT00652951,False
NCT00653354,False
NCT00653523,True
NCT00653744,False
NCT00654069,False
NCT00654095,False
NCT00654173,False
NCT00654303,False
NCT00654394,False
NCT00654407,False
NCT00654485,False
NCT00654680,False
NCT00654706,False
NCT00654901,False
NCT00654914,False
NCT00654927,False
NCT00655057,False
NCT00655343,False
NCT00655629,False
NCT00655876,True
NCT00656136,False
NCT00656149,False
NCT00656409,False
NCT00656773,False
NCT00656981,False
NCT00656994,True
NCT00657059,False
NCT00657241,False
NCT00657488,True
NCT00657501,False
NCT00657540,False
NCT00657566,False
NCT00657644,False
NCT00657709,False
NCT00657904,True
NCT00658021,False
NCT00658229,False
NCT00658580,False
NCT00658632,False
NCT00658684,False
NCT00658736,False
NCT00658788,False
NCT00658918,False
NCT00659048,False
NCT00659321,False
NCT00659503,False
NCT00659841,False
NCT00660010,False
NCT00660023,False
NCT00660075,False
NCT00660179,False
NCT00660452,False
NCT00660673,False
NCT00660777,False
NCT00660894,False
NCT00660907,True
NCT00661102,False
NCT00661219,False
NCT00661297,False
NCT00661388,False
NCT00661635,False
NCT00662532,False
NCT00662558,False
NCT00662584,False
NCT00662649,False
NCT00662714,True
NCT00662792,False
NCT00662818,False
NCT00663260,False
NCT00663702,False
NCT00663858,False
NCT00663923,False
NCT00663949,False
NCT00665223,False
NCT00665366,False
NCT00665600,False
NCT00665977,False
NCT00666224,False
NCT00666458,False
NCT00666575,True
NCT00666718,False
NCT00666835,False
NCT00666887,False
NCT00666939,True
NCT00667108,True
NCT00667355,False
NCT00667407,False
NCT00667446,False
NCT00667602,False
NCT00667719,True
NCT00667823,False
NCT00668031,False
NCT00668057,False
NCT00668109,False
NCT00668122,False
NCT00668174,False
NCT00668707,True
NCT00668759,False
NCT00669331,False
NCT00669487,False
NCT00669513,False
NCT00670215,False
NCT00670241,False
NCT00670254,True
NCT00670787,False
NCT00670839,False
NCT00671034,False
NCT00671086,True
NCT00671203,False
NCT00671255,True
NCT00671502,False
NCT00671853,False
NCT00671879,False
NCT00672282,False
NCT00672854,False
NCT00672958,False
NCT00672997,False
NCT00674115,False
NCT00674219,False
NCT00674245,False
NCT00674362,False
NCT00674375,False
NCT00674661,False
NCT00674700,False
NCT00674739,True
NCT00674752,True
NCT00675103,False
NCT00675285,False
NCT00675584,False
NCT00675688,False
NCT00675948,False
NCT00676845,False
NCT00677066,False
NCT00677196,False
NCT00677443,False
NCT00677690,False
NCT00677807,False
NCT00678301,False
NCT00678366,False
NCT00678379,False
NCT00678392,False
NCT00678704,False
NCT00679614,False
NCT00680225,False
NCT00680446,False
NCT00680472,False
NCT00680784,False
NCT00680953,False
NCT00681239,False
NCT00681590,False
NCT00682006,False
NCT00682019,False
NCT00682162,False
NCT00682578,False
NCT00683163,False
NCT00683592,False
NCT00683657,False
NCT00683852,False
NCT00683878,False
NCT00683930,False
NCT00683969,False
NCT00684177,False
NCT00684346,False
NCT00684554,False
NCT00685100,False
NCT00685256,False
NCT00685373,False
NCT00685425,False
NCT00685594,False
NCT00686205,False
NCT00686374,True
NCT00686517,False
NCT00686686,False
NCT00686790,False
NCT00686920,True
NCT00687102,False
NCT00687219,False
NCT00687349,False
NCT00687661,False
NCT00687739,True
NCT00687804,False
NCT00687908,False
NCT00688064,False
NCT00688376,True
NCT00689117,False
NCT00689221,True
NCT00689338,True
NCT00689611,False
NCT00689936,False
